,FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,Location,Census Tracts 2010,2011 Supervisorial District Boundaries (Official),Board Approved Statistical Areas,Zip Codes
19190,FA0074119,WOK ON THE WILD SIDE,PR0046978,WOK ON THE WILD SIDE,1632,RESTAURANT (0-30) SEATS HIGH RISK,929 N LA BREA AVE,INGLEWOOD,CA,90302,33.97519967,-118.3580612,OW0020078,"KUNG, LI HWA",929   LA BREA AVE,INGLEWOOD,CA,90302,"(33.9751996681, -118.3580611868)",899.0,2.0,13.0,25422.0
28381,FA0029818,RALPHS MARKET # 731,PR0027036,RALPH'S DELI #731,1632,RESTAURANT (0-30) SEATS HIGH RISK,23841 W MALIBU RD,MALIBU,CA,90265,34.03422591,-118.69393149999999,OW0029458,RALPHS GROCERY COMPANY,PO BOX 54143,LOS ANGELES,CA,90054,"(34.0342259107, -118.6939314951)",250.0,3.0,71.0,25063.0
14028,FA0069864,R-RANCH MARKET,PR0038282,R-RANCH MARKET #14 MEAT DEPT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",5212 W ADAMS BLVD,LOS ANGELES,CA,90016,34.03225408,-118.355979,OW0014531,HAFSA CORPORATION,13985  E LIVE OAK,BALDWIN PARK,CA,91706,"(34.0322540774, -118.3559789858)",714.0,2.0,309.0,23077.0
4946,FA0266712,SIMPLY SALAD,PR0218059,SIMPLY SALAD,1632,RESTAURANT (0-30) SEATS HIGH RISK,5035 W SLAUSON AVE,LOS ANGELES,CA,90056,33.98767103,-118.36562279999998,OW0005380,BT LEWIS ENTERPRISES INC.,334 S MAIN ST APT #1101-A,LOS ANGELES,CA,90015,"(33.9876710292, -118.3656228167)",829.0,2.0,192.0,24351.0
16489,FA0268427,BERTO'S MEXICAN RESTAURANT,PR0220396,BERTO'S MEXICAN RESTAURANT,1638,RESTAURANT (61-150) SEATS HIGH RISK,11949 PARAMOUNT BLVD,DOWNEY,CA,90242,33.93388826,-118.14455500000001,OW0258839,JAKLEEN DIANA CHARITAN,11949 PARAMOUNT BLVD,DOWNEY,CA,90242,"(33.9338882568, -118.1445549955)",1920.0,4.0,303.0,24682.0
29840,FA0046909,ROSEMEAD OIL,PR0036008,ROSEMEAD OIL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3363 DEL MAR AVE,ROSEMEAD,CA,91770,34.06962613,-118.1000029,OW0030761,"ROSE, RONALD W",1740 W KATELLA AVE STE K,ORANGE,CA,92867,"(34.0696261335, -118.1000028545)",1700.0,1.0,87.0,10133.0
5278,FA0065490,LAS PLAYAS,PR0025877,LAS PLAYAS,1630,RESTAURANT (0-30) SEATS LOW RISK,8229 SAN FERNANDO RD,SUN VALLEY,CA,91352,34.21949048,-118.3698848,OW0005686,"CAETTA, RAQUEL",1862  N BEL AIRE DR,BURBANK,CA,91504,"(34.219490477, -118.369884753)",1325.0,3.0,419.0,19335.0
31859,FA0267563,SIERRA MADRE SERVICE STATION,PR0218990,SIERRA MADRE SERVICE STATION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",50 BALDWIN AVE,SIERRA MADRE,CA,91024,34.16086557,-118.05271950000001,OW0258123,SIERRA MADRE SERVICE STATION INC.,50 BALDWIN AVE,SIERRA MADRE,CA,91024,"(34.1608655692, -118.0527194564)",1720.0,5.0,97.0,2841.0
22740,FA0176797,SEVENTEEN CAFE,PR0169705,SEVENTEEN CAFE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,7734 SAN FERNANDO RD,SUN VALLEY,CA,91352,34.21185924,-118.3573811,OW0182798,MASOUD G. FARAHANI,7734 SAN FERNANDO RD,SUN VALLEY,CA,91352,"(34.2118592363, -118.3573810976)",1639.0,5.0,419.0,19335.0
37201,FA0024080,FRIED RICE EXPRESS,PR0005144,FRIED RICE EXPRESS,1632,RESTAURANT (0-30) SEATS HIGH RISK,1828 MARENGO ST,LOS ANGELES,CA,90033,34.05786111,-118.2107977,OW0036532,"TRING, JOE H",1828   MARENGO ST,LOS ANGELES,CA,90033,"(34.0578611134, -118.2107977125)",1206.0,1.0,332.0,23450.0
13058,FA0225046,GODIVA CHOCOLATIER,PR0180340,GODIVA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",270 LOS CERRITOS CTR A74,CERRITOS,CA,90703,33.8632469,-118.09308130000001,OW0013449,GODIVA CHOCOLATIER INC,PO BOX 7000 1 MERIDIAN BLVD STE 3C-1,WYOMISSING,PA,19610,"(33.8632469039, -118.093081292)",2102.0,4.0,299.0,26324.0
15662,FA0063951,INTERNATIONAL WINE & LIQUOR,PR0000610,INTERNATIONAL WINE & LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",23562 LYONS AVE,NEWHALL,CA,91321,34.37934994,-118.5456128,OW0009955,"IBRAHIM, GWYATH",23562   LYONS AVE.,NEWHALL,CA,91321,"(34.3793499427, -118.5456128275)",247.0,5.0,90.0,4290.0
21328,FA0073215,VALENTINOS PIZZA,PR0029122,VALENTINOS PIZZA,1632,RESTAURANT (0-30) SEATS HIGH RISK,975 N AVIATION BLVD # 1,MANHATTAN BEACH,CA,90266,33.88530026,-118.37863300000001,OW0022428,"LUBRANO, VALENTINO",975  N AVIATION BL #1,MANHATTAN BEACH,CA,90266,"(33.8853002617, -118.3786329767)",1141.0,4.0,85.0,25070.0
19227,FA0055111,WORKANO VALENCIA LLC,PR0016466,WORKANO VALENCIA LLC,1638,RESTAURANT (61-150) SEATS HIGH RISK,24201 W VALENCIA BLVD STE 3452,VALENCIA,CA,91355,34.41325793,-118.5583004,OW0020121,KWAN KA WAI,573 MONTEREY PASS RD,MONTEREY PARK,CA,91754,"(34.4132579283, -118.5583003914)",242.0,5.0,90.0,19338.0
39240,FA0174881,WHOLE FOODS MARKET,PR0167945,WHOLE FOODS MARKET- COFFEE AND TAP BAR,1634,RESTAURANT (31-60) SEATS MODERATE RISK,12746 W JEFFERSON BLVD,LOS ANGELES,CA,90066-7032,33.97752234,-118.41743819999999,OW0038850,"WHOLE FOODS MARKET, INC.",P.O. BOX 684786,AUSTIN,TX,78768-4786,"(33.9775223396, -118.4174382167)",678.0,2.0,399.0,24343.0
39452,FA0256136,WENDY'S #9847,PR0205898,WENDY'S #9847,1637,RESTAURANT (61-150) SEATS MODERATE RISK,19317 SHERMAN WAY,RESEDA,CA,91335,34.20118648,-118.55418300000001,OW0248895,WKS FROSTY CORPORATION,P.O. BOX 39,LAKEWOOD,CA,90714,"(34.2011864788, -118.554183)",216.0,3.0,405.0,18909.0
13954,FA0020212,DOLBY THEATRE,PR0026606,DOLBY THEATRE-LOBBY BAR II,1630,RESTAURANT (0-30) SEATS LOW RISK,6801 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,34.10228739,-118.33906840000002,OW0014468,H/H CATERING LP,6801   HOLLYWOOD BLVD #513,LOS ANGELES,CA,90028,"(34.1022873861, -118.3390683805)",1405.0,3.0,359.0,23446.0
34531,FA0050051,SUBWAY SANDWICH,PR0043503,SUBWAY SANDWICH,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8511 VENICE BLVD,LOS ANGELES,CA,90034,34.03538194,-118.37821470000002,OW0034518,"SURI, SUMER",8511   VENICE BLVD,LOS ANGELES,CA,90034,"(34.0353819397, -118.3782146982)",822.0,2.0,205.0,23451.0
39309,FA0055202,WILLIAMS SONOMA #618,PR0030614,WILLIAMS SONOMA #618,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1600 MONTANA AVE,SANTA&#160;MONICA,CA,90403,34.03362473,-118.4928682,OW0038899,WILLIAMS SONOMA INC.,3250   VAN NESS AVE,SAN FRANCISCO,CA,94109,"(34.0336247281, -118.4928682168)",414.0,3.0,93.0,25712.0
27940,FA0029204,PULCIANO'S DELI AND CAFFE,PR0035035,PULCIANO'S DELI AND CAFFE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,327 S MISSION DR,SAN GABRIEL,CA,91776,34.09736138,-118.10917649999999,OW0029132,"PULCIANO, MICHAEL A",327  S MISSION DR,SAN GABRIEL,CA,91776,"(34.0973613761, -118.1091765312)",1781.0,5.0,38.0,10137.0
6884,FA0010232,BLUE DIAMOND COFFEE SHOP,PR0022940,BLUE DIAMOND COFFEE SHOP,1631,RESTAURANT (0-30) SEATS MODERATE RISK,629 S HILL ST # 61-A,LOS ANGELES,CA,90014,34.04682579,-118.25383740000001,OW0007713,"CHOE, WAN S",629-633 S HILL ST # 61-A,LOS ANGELES,CA,90014,"(34.0468257856, -118.2538374)",709.0,1.0,343.0,23075.0
29864,FA0031122,ROSS DRESS FOR LESS,PR0013813,ROSS DRESS FOR LESS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",38115 E 47TH ST E,PALMDALE,CA,93552,34.57488348,-118.04517959999998,OW0030803,"ROSS DRESS FOR LESS, INC.",5130 HACIENDA DR # B3N6,DUBLIN,CA,94568-7579,"(34.5748834795, -118.0451796186)",166.0,5.0,77.0,27325.0
5138,FA0046346,RICHARD'S SHELL GAS STATION,PR0008578,RICHARD'S SHELL GAS STATION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",700 E ROSECRANS AVE,COMPTON,CA,90221,33.90298057,-118.21594259999999,OW0005564,"BYUN, RICHARD HONG SIK",700  E ROSECRANS AVE,COMPTON,CA,90221,"(33.9029805715, -118.2159425669)",1089.0,2.0,7.0,24350.0
4321,FA0160793,BOBA BEAR,PR0148882,BOBA BEAR,1634,RESTAURANT (31-60) SEATS MODERATE RISK,12105 SANTA&#160;MONICA BLVD,LOS ANGELES,CA,90025,34.04059882,-118.4637544,OW0125736,BOBA BEAR INTERNATIONAL LLC,12105 SANTA&#160;MONICA BLVD,LOS ANGELES,CA,90025,"(34.0405988205, -118.4637543877)",609.0,3.0,438.0,23443.0
7078,FA0015174,CHUNG CHOU CITY #10,PR0013233,CHUNG CHOU CITY #10,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",140 W VALLEY BLVD STE #124,SAN GABRIEL,CA,91776,34.07960289,-118.1015378,OW0008005,"CHUNG DHOU CITY, INC.",1230   STOCKTON ST.,SAN FRANCISCO,CA,94133,"(34.0796028925, -118.1015378249)",1768.0,5.0,38.0,10137.0
2547,FA0245946,EL COSTENO MEXICAN FOOD,PR0194339,EL COSTENO MEXICAN FOOD,1635,RESTAURANT (31-60) SEATS HIGH RISK,22108 NORWALK BLVD,HAWAIIAN GARDENS,CA,90716,33.82753276,-118.071845,OW0240906,ARTEMIO MARTINEZ QUIROZ,22108 NORWALK BLVD,HAWAIIAN GARDENS,CA,90716,"(33.8275327633, -118.0718450024)",1986.0,4.0,281.0,3334.0
34350,FA0071421,SUPER A FOODS,PR0045834,SUPER A FOODS-MEAT DEPT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",8116 CALIFORNIA AVE,SOUTH GATE,CA,90280,33.96179699,-118.2043232,OW0034451,SUPER A FOODS INC,7200   DOMINION CIRCLE,LOS ANGELES,CA,90040,"(33.9617969873, -118.2043232261)",763.0,1.0,100.0,25071.0
40296,FA0262727,CRAZY FISH,PR0213514,CRAZY FISH,1632,RESTAURANT (0-30) SEATS HIGH RISK,9174 W OLYMPIC BLVD,BEVERLY HILLS,CA,90212,34.05928799,-118.3916325,OW0254186,"YUMINMIKI, INC.",9174 W OLYMPIC BLVD,BEVERLY HILLS,CA,90212,"(34.0592879904, -118.3916324904)",807.0,3.0,292.0,24348.0
14553,FA0073993,W-HOTEL LIVING ROOM  BAR,PR0011179,W-HOTEL LIVING ROOM  BAR,1636,RESTAURANT (61-150) SEATS LOW RISK,6250 W HOLLYWOOD BLVD,LOS ANGELES,CA,90028,34.10146286,-118.3254017,OW0015146,HEI/GC HOLLYWOOD&VINE LLC,6250 HOLLYWOOD BLVD,HOLLYWOOD,CA,90028,"(34.1014628597, -118.3254017192)",1490.0,3.0,359.0,23446.0
2559,FA0248330,CORNER CANTINA,PR0196993,CORNER CANTINA,1638,RESTAURANT (61-150) SEATS HIGH RISK,630 W 6TH ST # 116BC,LOS ANGELES,CA,90017,34.04918712,-118.25601529999999,OW0242245,ARTISANAL BREWERS COLLECTIVE LLC,8990 CLAYBECK AVE,SUN VALLEY,CA,91352,"(34.0491871239, -118.2560153332)",709.0,1.0,343.0,23078.0
31077,FA0011424,DOMINO'S PIZZA #7886,PR0016863,DOMINO'S PIZZA #7886,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1510 S GAFFEY ST,SAN PEDRO,CA,90731,33.73017238,-118.29217620000001,OW0032010,SCP ENTERPRISES,15198 DOWNEY AVE,PARAMOUNT,CA,90723,"(33.7301723816, -118.2921761993)",23.0,4.0,43.0,3342.0
31842,FA0073163,USA GAS #63017,PR0045923,USA GAS #63017,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1108 N GRAND AVE,COVINA,CA,91724,34.09971902,-117.8722389,OW0032824,"SIERRA FOOD, INC.",23300   CINEMA DRIVE #220,VALENCIA,CA,91355,"(34.0997190193, -117.8722388732)",2303.0,5.0,8.0,9308.0
25291,FA0265912,SUSHI NOTE,PR0217212,SUSHI NOTE,1632,RESTAURANT (0-30) SEATS HIGH RISK,13447 VENTURA BLVD,SHERMAN OAKS,CA,91423,34.14727296,-118.42643829999999,OW0256774,NOTE UNDER THE DOOR LLC,13447 VENTURA BLVD,SHERMAN OAKS,CA,91423,"(34.1472729609, -118.4264382644)",1358.0,3.0,44.0,19736.0
23994,FA0050831,TACO HOUSE,PR0028543,TACO HOUSE,1635,RESTAURANT (31-60) SEATS HIGH RISK,340 S HILL ST,LOS ANGELES,CA,90013,34.05065985,-118.2498175,OW0025036,"MORALES, JORGE MARIO",340  S HILL ST,LOS ANGELES,CA,90013,"(34.0506598461, -118.249817548)",656.0,1.0,343.0,23074.0
26282,FA0248515,CARLS JR #158,PR0197177,CARLS JR #158,1637,RESTAURANT (61-150) SEATS MODERATE RISK,24010 HAWTHORNE BLVD,TORRANCE,CA,90505,33.8314596,-118.263772,OW0242903,"PALISADES RESTAURANT GROUP, INC.",P.O. BOX 126,PACIFIC PALISADES,CA,90272,"(33.8314595973, -118.2637719598)",1162.0,2.0,297.0,3354.0
4890,FA0174724,BLUE RIBBON SUSHI BAR & GRILL,PR0167763,BLUE RIBBON SUSHI BAR & GRILL,1632,RESTAURANT (0-30) SEATS HIGH RISK,189 THE GROVE DR # 0-10,LOS ANGELES,CA,90036,34.07097725,-118.3563446,OW0181361,BRLA LP,189 THE GROVE DR STE 0-10,LOS ANGELES,CA,90036,"(34.0709772545, -118.3563446136)",1626.0,3.0,120.0,23667.0
28904,FA0069359,RASPADOXPRESS,PR0015880,RASPADOXPRESS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9765 LAUREL CANYON BLVD,PACOIMA,CA,91331,34.24703834,-118.42005149999999,OW0029725,"RASPADOXPRESS, CO",9765 LAUREL CANYON BLVD,PACOIMA,CA,91331,"(34.2470383412, -118.4200514752)",1334.0,3.0,397.0,18907.0
7061,FA0060787,DENNY'S RESTAURANT #7757,PR0003421,DENNY'S RESTAURANT #7757,1638,RESTAURANT (61-150) SEATS HIGH RISK,3740 CRENSHAW BLVD,LOS ANGELES,CA,90016,34.01868415,-118.33469129999999,OW0007968,CHUKA FOODS,4224  S CLOVERDALE AVE.,LOS ANGELES,CA,90008,"(34.0186841454, -118.3346912503)",1056.0,2.0,335.0,23077.0
6108,FA0013926,CENTRAL MARKET,PR0012029,CENTRAL MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11479 SAN FERNANDO RD,SAN FERNANDO,CA,91340,34.27839993,-118.43567140000002,OW0006707,CENTRAL MARKET INC,11479   SAN FERNANDO RD,SAN FERNANDO,CA,91340,"(34.2783999306, -118.4356714142)",588.0,3.0,386.0,18910.0
36389,FA0073623,VONS #2209,PR0027710,VONS #2209 - STARBUCKS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,5500 N WOODRUFF AVE,LAKEWOOD,CA,90713,33.85687407,-118.1156288,OW0038181,THE VONS COMPANIES INC.,PO BOX 29096,PHOENIX,AZ,85038,"(33.8568740659, -118.1156287779)",2057.0,4.0,17.0,3332.0
23529,FA0263654,LATELY,PR0214590,LATELY,1632,RESTAURANT (0-30) SEATS HIGH RISK,970 N BROADWAY ST UNIT 114,LOS ANGELES,CA,90012-1748,33.99801391,-118.4618902,OW0024468,MIL STUDIO INC.,6114   WASHINGTON BLVD.,CULVER CITY,CA,90232,"(33.9980139053, -118.4618902239)",624.0,3.0,432.0,25073.0
31208,FA0028735,HOWELL'S BAKERY,PR0045206,HOWELL'S BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,648 E EL SEGUNDO BLVD,LOS ANGELES,CA,90059,33.91610169,-118.26358,OW0032119,"SEGURA, SALVADOR",648  E EL SEGUNDO BLVD,LOS ANGELES,CA,90059,"(33.9161016877, -118.263580018)",1092.0,2.0,282.0,24354.0
21738,FA0262897,LA PALMA MEXICAN GRILL & CANTINA,PR0213707,LA PALMA MEXICAN GRILL & CANTINA,1641,RESTAURANT (151 + ) SEATS HIGH RISK,2162 E PALMDALE BLVD,PALMDALE,CA,93550,34.58002828,-118.0903699,OW0254323,MAGALLON ENTERPRISES INC,36207 43RD ST E,PALMDALE,CA,93552,"(34.5800282803, -118.0903698561)",206.0,5.0,77.0,27323.0
18187,FA0179665,YOGURTLAND COMPTON,PR0173305,YOGURTLAND COMPTON,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",255 E COMPTON BLVD,COMPTON,CA,90220,33.89600731,-118.2208128,OW0185161,KCRG COMPTON LLC,255 E COMPTON BLVD,COMPTON,CA,90220,"(33.8960073085, -118.2208128313)",1199.0,2.0,7.0,24349.0
22422,FA0179198,ANTOJITOS Y GARNACHERIA DONA ROSITA,PR0172758,ANTOJITOS Y GARNACHERIA DONA ROSITA,1632,RESTAURANT (0-30) SEATS HIGH RISK,6210 S VERMONT AVE,LOS ANGELES,CA,90044-3720,33.98328085,-118.2914662,OW0184788,MARIO ANDRES LOPEZ,6210 S VERMONT AVE,LOS ANGELES,CA,90044,"(33.9832808545, -118.2914662063)",1107.0,2.0,348.0,23675.0
35334,FA0002592,99 RANCH MARKET #7,PR0007096,99 RANCH MARKET #7,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1300 S GOLDEN WEST AVE,ARCADIA,CA,91007,34.12339936,-118.05961540000001,OW0035124,"TAWA SUPERMARKET, INC",6281 REGIO AVE,BUENA PARK,CA,90620,"(34.123399362, -118.0596153506)",1758.0,5.0,285.0,2447.0
10336,FA0242124,THE MIX BBQ,PR0190277,THE MIX BBQ,1635,RESTAURANT (31-60) SEATS HIGH RISK,2343 W WHITTIER BLVD,MONTEBELLO,CA,90640,34.01374677,-118.12605320000002,OW0237838,ELENA PEREZ,2343 W WHITTIER BLVD,MONTEBELLO,CA,90640,"(34.013746772, -118.1260531973)",2049.0,1.0,74.0,25733.0
3726,FA0071190,SUBWAY # 42059,PR0003100,SUBWAY # 42059,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8565 S BROADWAY # #2,LOS ANGELES,CA,90003,33.96030003,-118.27831200000001,OW0004452,"BERI VENTURES, LLC",315 N PUENTE ST STE H,BREA,CA,92821,"(33.9603000259, -118.2783119927)",1019.0,2.0,435.0,22352.0
18532,FA0047222,S & K SNACK SHOP,PR0042141,S & K SNACK SHOP,1632,RESTAURANT (0-30) SEATS HIGH RISK,800 S MAPLE AVE STE 106,LOS ANGELES,CA,90014,34.04067119,-118.25106709999999,OW0019135,KIM SOYUN,800  S MAPLE AVE #106,LOS ANGELES,CA,90014,"(34.0406711923, -118.2510670902)",1145.0,2.0,64.0,23075.0
37207,FA0038722,TRINITY BAPTIST CHURCH,PR0040018,TRINITY BAPTIST CHURCH,1631,RESTAURANT (0-30) SEATS MODERATE RISK,2040 W JEFFERSON BLVD,LOS ANGELES,CA,90018,34.02541628,-118.31635990000002,OW0036542,TRINITY BAPTIST CHURCH,2040  W JEFFERSON BLVD,LOS ANGELES,CA,90018,"(34.0254162847, -118.31635986)",1147.0,2.0,355.0,23079.0
12195,FA0067365,MYKONOS CAFE,PR0047915,MYKONOS CAFE,1632,RESTAURANT (0-30) SEATS HIGH RISK,11164 WASHINGTON BLVD,CULVER CITY,CA,90232,34.00783429,-118.4121959,OW0012750,GARCIA PEDRO M,11164   WASHINGTON BLVD,CULVER CITY,CA,90232,"(34.0078342877, -118.4121958626)",758.0,2.0,9.0,24679.0
11967,FA0037224,NEW MANDARIN GARDEN,PR0039815,NEW MANDARIN GARDEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,1001 S VERMONT AVE STE 106,LOS ANGELES,CA,90006,34.05235882,-118.2918539,OW0020086,FWO SHENG KUO,1001 S VERMONT AVE STE 106,LOS ANGELES,CA,90006,"(34.0523588227, -118.2918538723)",1004.0,2.0,372.0,22723.0
379,FA0263520,8 BELOW CREAMERY INC,PR0214442,8 BELOW CREAMERY INC,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1212 N SAN FERNANDO BLVD STE K,BURBANK,CA,91504,34.188961600000006,-118.3197764,OW0254831,8BELOW CREAMERY INC,1212 N SAN FERNANDO BLVD STE K,BURBANK,CA,91504,"(34.1889615976, -118.3197764148)",1330.0,5.0,295.0,20148.0
2592,FA0017607,DAILY FRESH PRODUCE,PR0037544,DAILY FRESH PRODUCE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1248 S GLENDALE AVE STE #I,GLENDALE,CA,91205,34.13118592,-118.25231709999998,OW0003158,"ARUTYUNYAN, SAMUEL",1248  S GLENDALE AVE #I,GLENDALE,CA,91205,"(34.1311859177, -118.2523170944)",1293.0,5.0,305.0,3632.0
24174,FA0260214,STUDIO MOVIE GRILL,PR0210570,STUDIO MOVIE GRILL,1630,RESTAURANT (0-30) SEATS LOW RISK,8200 3RD ST,DOWNEY,CA,90241,33.94248297,-118.13313629999999,OW0252085,"MOVIE GRILL CONCEPTS XXXVII, LLC",12404 PARK CENTRAL DR # 400N,DALLAS,TX,75251,"(33.9424829703, -118.1331362869)",1927.0,4.0,303.0,24681.0
6833,FA0262142,7-ELEVEN STORE 23774E,PR0212815,7-ELEVEN STORE 23774E,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8707 CORBIN AVE,NORTHRIDGE,CA,91324,34.22839157,-118.56234939999999,OW0253641,CHITRANJAN SINGH,P.O. BOX 219088,DALLAS,TX,75221,"(34.2283915656, -118.5623494344)",497.0,3.0,67.0,18513.0
11238,FA0062614,GENERAL NUTRITION CENTER #23,PR0002624,GENERAL NUTRITION CENTER #23,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",505 S FLOWER ST,LOS ANGELES,CA,90071,34.05147378,-118.25648770000001,OW0011905,FITNESS HEALTH QUEST INC.,12682   GILBERT STREET,GARDEN GROVE,CA,92841,"(34.0514737833, -118.2564876947)",709.0,1.0,343.0,24035.0
38778,FA0156554,WAL-MART #3180,PR0144258,WALMART #3180,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4651 FIRESTONE BLVD,SOUTH GATE,CA,90280,33.952506899999996,-118.18769170000002,OW0038349,WALMART  INC.,508 SW 8TH ST,BENTONVILLE,AR,72716-0500,"(33.9525068958, -118.1876916895)",805.0,1.0,100.0,25071.0
39040,FA0256316,WESTERN REFINING RETAIL #68625,PR0206103,WESTERN REFINING RETAIL #68625,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",23140 HAWTHORNE BLVD,TORRANCE,CA,90505,33.816096,-118.3509869,OW0248900,WESTERN REFINING RETAIL LLC,19100 RIDGEWOOD PKWY,SAN ANTONIO,TX,78259-1834,"(33.816096, -118.3509869014)",817.0,4.0,102.0,25719.0
20118,FA0012872,CAPPUCCINO'S,PR0038971,CAPPUCCINO'S,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6380 WILSHIRE BLVD #130,LOS ANGELES,CA,90048,34.06347529999999,-118.36826070000001,OW0021302,"LEE, LISA H",6380 WILSHIRE BLVD #130,LOS ANGELES,CA,90048,"(34.0634753044, -118.3682607011)",1224.0,2.0,384.0,23679.0
21601,FA0066689,MCDONALD'S,PR0018286,MCDONALDS,1634,RESTAURANT (31-60) SEATS MODERATE RISK,400 S BALDWIN AVE # FC2,ARCADIA,CA,91007,34.1366884,-118.05408659999999,OW0022679,M PERNECKY MANAGEMENT CORP,"2826 E  FOOTHILL BLVD., SUITE 101",PASADENA,CA,91107,"(34.1366884025, -118.0540866152)",1818.0,5.0,285.0,2447.0
28102,FA0066727,MCDONALD'S # 11157,PR0014436,MCDONALD'S RESTAURANT,1637,RESTAURANT (61-150) SEATS MODERATE RISK,3105 N BROADWAY,LOS ANGELES,CA,90031,34.07389956,-118.208729,OW0031573,R & B SANCHEZ DBA MCDONALD'S,1000 LAKES DR.  SUITE #165,LOS ANGELES,CA,90031,"(34.0738995582, -118.2087290154)",1619.0,1.0,379.0,23448.0
39826,FA0247913,YARD HOUSE #8369,PR0196555,YARD HOUSE #8369,1638,RESTAURANT (61-150) SEATS HIGH RISK,100 E PALM AVE,BURBANK,CA,91502-1833,34.18163838,-118.3114388,OW0101563,"YARD HOUSE USA, INC.",1000 DARDEN CENTER DR,ORLANDO,FL,32837,"(34.1816383764, -118.3114387928)",1628.0,5.0,295.0,20146.0
19227,FA0055111,WORKANO VALENCIA LLC,PR0016466,WORKANO VALENCIA LLC,1638,RESTAURANT (61-150) SEATS HIGH RISK,24201 W VALENCIA BLVD STE 3452,VALENCIA,CA,91355,34.41325793,-118.5583004,OW0020121,KWAN KA WAI,573 MONTEREY PASS RD,MONTEREY PARK,CA,91754,"(34.4132579283, -118.5583003914)",242.0,5.0,90.0,19338.0
15004,FA0138983,HOLLYWOOD BANQUET HALL,PR0123361,HOLLYWOOD BANQUET HALL,1641,RESTAURANT (151 + ) SEATS HIGH RISK,5214 W SUNSET BLVD,LOS ANGELES,CA,90027,34.09794923,-118.30367849999999,OW0102259,"HOLLYWOOD BANQUET HALL, INC",5214 W SUNSET BLVD,LOS ANGELES,CA,90027,"(34.097949227, -118.3036784557)",1369.0,3.0,380.0,23445.0
28133,FA0034384,STARS DRIVE INC,PR0033934,STARS DRIVE INC,1635,RESTAURANT (31-60) SEATS HIGH RISK,20445 SHERMAN WAY,WINNETKA,CA,91306,34.20126833,-118.5790341,OW0029318,R M STAR CORP,20445   SHERMAN WAY,WINNETKA,CA,91306,"(34.2012683263, -118.579034124)",436.0,3.0,67.0,4282.0
26214,FA0029286,INDUSTRY SNACKS,PR0006885,INDUSTRY SNACKS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13231 E VALLEY BLVD,LA PUENTE,CA,91746,34.05015145,-117.99706929999999,OW0027233,PADILLA ALICIA,13231   VALLEY BLVD,LA PUENTE,CA,91746,"(34.0501514488, -117.9970692602)",1979.0,1.0,116.0,9327.0
4830,FA0059659,CHILI'S GRILL & BAR,PR0024099,CHILI'S,1641,RESTAURANT (151 + ) SEATS HIGH RISK,3490 W CENTURY BLVD,INGLEWOOD,CA,90303,33.94534464,-118.33300770000001,OW0005282,BRINKER RESTAURANT CORP,6820 LBJ FWY,DALLAS,TX,75240,"(33.9453446438, -118.3330076569)",898.0,2.0,13.0,25423.0
